dataset file	MONA command	Lisa command	MONA DFA #states	Lisa DFA #states
datasets/len_1/134.ltlf         	./ltlf2fol BNF datasets/len_1/134.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/134.ltlf                 	35	34
datasets/len_1/135.ltlf         	./ltlf2fol BNF datasets/len_1/135.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/135.ltlf                 	3	6
datasets/len_1/136.ltlf         	./ltlf2fol BNF datasets/len_1/136.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/136.ltlf                 	260	4
datasets/len_1/137.ltlf         	./ltlf2fol BNF datasets/len_1/137.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/137.ltlf                 	132	1
datasets/len_1/138.ltlf         	./ltlf2fol BNF datasets/len_1/138.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/138.ltlf                 	259	1
datasets/len_1/139.ltlf         	./ltlf2fol BNF datasets/len_1/139.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/139.ltlf                 	515	1
datasets/len_1/140.ltlf         	./ltlf2fol BNF datasets/len_1/140.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/140.ltlf                 	36	1
datasets/len_1/141.ltlf         	./ltlf2fol BNF datasets/len_1/141.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/141.ltlf                 	67	1
datasets/len_1/142.ltlf         	./ltlf2fol BNF datasets/len_1/142.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/142.ltlf                 	35	34
datasets/len_1/143.ltlf         	./ltlf2fol BNF datasets/len_1/143.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/143.ltlf                 	68	1
datasets/len_1/144.ltlf         	./ltlf2fol BNF datasets/len_1/144.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/144.ltlf                 	67	66
datasets/len_1/145.ltlf         	./ltlf2fol BNF datasets/len_1/145.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/145.ltlf                 	3	6
datasets/len_1/146.ltlf         	./ltlf2fol BNF datasets/len_1/146.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/146.ltlf                 	36	1
datasets/len_1/147.ltlf         	./ltlf2fol BNF datasets/len_1/147.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/147.ltlf                 	3	6
datasets/len_1/148.ltlf         	./ltlf2fol BNF datasets/len_1/148.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/148.ltlf                 	36	4
datasets/len_1/149.ltlf         	./ltlf2fol BNF datasets/len_1/149.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/149.ltlf                 	67	1
datasets/len_1/150.ltlf         	./ltlf2fol BNF datasets/len_1/150.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/150.ltlf                 	68	1
datasets/len_1/151.ltlf         	./ltlf2fol BNF datasets/len_1/151.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/151.ltlf                 	35	1
datasets/len_1/152.ltlf         	./ltlf2fol BNF datasets/len_1/152.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/152.ltlf                 	1	1
datasets/len_1/153.ltlf         	./ltlf2fol BNF datasets/len_1/153.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/153.ltlf                 	1	1
datasets/len_1/154.ltlf         	./ltlf2fol BNF datasets/len_1/154.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/154.ltlf                 	131	1
datasets/len_1/155.ltlf         	./ltlf2fol BNF datasets/len_1/155.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/155.ltlf                 	1	1
datasets/len_1/156.ltlf         	./ltlf2fol BNF datasets/len_1/156.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/156.ltlf                 	259	1
datasets/len_1/157.ltlf         	./ltlf2fol BNF datasets/len_1/157.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/157.ltlf                 	259	1
datasets/len_1/158.ltlf         	./ltlf2fol BNF datasets/len_1/158.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/158.ltlf                 	131	1
datasets/len_1/159.ltlf         	./ltlf2fol BNF datasets/len_1/159.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/159.ltlf                 	131	130
datasets/len_1/160.ltlf         	./ltlf2fol BNF datasets/len_1/160.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/160.ltlf                 	3	6
datasets/len_1/161.ltlf         	./ltlf2fol BNF datasets/len_1/161.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/161.ltlf                 	260	4
datasets/len_1/162.ltlf         	./ltlf2fol BNF datasets/len_1/162.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/162.ltlf                 	3	6
datasets/len_1/163.ltlf         	./ltlf2fol BNF datasets/len_1/163.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/163.ltlf                 	3	6
datasets/len_1/164.ltlf         	./ltlf2fol BNF datasets/len_1/164.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/164.ltlf                 	516	1
datasets/len_1/165.ltlf         	./ltlf2fol BNF datasets/len_1/165.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/165.ltlf                 	36	4
datasets/len_1/166.ltlf         	./ltlf2fol BNF datasets/len_1/166.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/166.ltlf                 	68	4
datasets/len_1/167.ltlf         	./ltlf2fol BNF datasets/len_1/167.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/167.ltlf                 	1	1
datasets/len_1/168.ltlf         	./ltlf2fol BNF datasets/len_1/168.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/168.ltlf                 	3	7
datasets/len_1/169.ltlf         	./ltlf2fol BNF datasets/len_1/169.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/169.ltlf                 	35	1
datasets/len_1/170.ltlf         	./ltlf2fol BNF datasets/len_1/170.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/170.ltlf                 	131	1
datasets/len_1/171.ltlf         	./ltlf2fol BNF datasets/len_1/171.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/171.ltlf                 	36	4
datasets/len_1/172.ltlf         	./ltlf2fol BNF datasets/len_1/172.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/172.ltlf                 	68	4
datasets/len_1/173.ltlf         	./ltlf2fol BNF datasets/len_1/173.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/173.ltlf                 	259	1
datasets/len_1/174.ltlf         	./ltlf2fol BNF datasets/len_1/174.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/174.ltlf                 	3	7
datasets/len_1/175.ltlf         	./ltlf2fol BNF datasets/len_1/175.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/175.ltlf                 	1	1
datasets/len_1/176.ltlf         	./ltlf2fol BNF datasets/len_1/176.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/176.ltlf                 	132	1
datasets/len_1/177.ltlf         	./ltlf2fol BNF datasets/len_1/177.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/177.ltlf                 	35	1
datasets/len_1/178.ltlf         	./ltlf2fol BNF datasets/len_1/178.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/178.ltlf                 	1	1
datasets/len_1/179.ltlf         	./ltlf2fol BNF datasets/len_1/179.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/179.ltlf                 	3	6
datasets/len_1/180.ltlf         	./ltlf2fol BNF datasets/len_1/180.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/180.ltlf                 	36	1
datasets/len_1/181.ltlf         	./ltlf2fol BNF datasets/len_1/181.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/181.ltlf                 	260	4
datasets/len_1/182.ltlf         	./ltlf2fol BNF datasets/len_1/182.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/182.ltlf                 	259	1
datasets/len_1/183.ltlf         	./ltlf2fol BNF datasets/len_1/183.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/183.ltlf                 	3	6
datasets/len_1/184.ltlf         	./ltlf2fol BNF datasets/len_1/184.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/184.ltlf                 	3	6
datasets/len_1/185.ltlf         	./ltlf2fol BNF datasets/len_1/185.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/185.ltlf                 	3	6
datasets/len_1/186.ltlf         	./ltlf2fol BNF datasets/len_1/186.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/186.ltlf                 	259	258
datasets/len_1/187.ltlf         	./ltlf2fol BNF datasets/len_1/187.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/187.ltlf                 	3	7
datasets/len_1/188.ltlf         	./ltlf2fol BNF datasets/len_1/188.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/188.ltlf                 	3	7
datasets/len_1/189.ltlf         	./ltlf2fol BNF datasets/len_1/189.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/189.ltlf                 	3	7
datasets/len_1/190.ltlf         	./ltlf2fol BNF datasets/len_1/190.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/190.ltlf                 	1	1
datasets/len_1/191.ltlf         	./ltlf2fol BNF datasets/len_1/191.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/191.ltlf                 	3	6
datasets/len_1/192.ltlf         	./ltlf2fol BNF datasets/len_1/192.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/192.ltlf                 	35	1
datasets/len_1/193.ltlf         	./ltlf2fol BNF datasets/len_1/193.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/193.ltlf                 	3	7
datasets/len_1/194.ltlf         	./ltlf2fol BNF datasets/len_1/194.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/194.ltlf                 	67	1
datasets/len_1/195.ltlf         	./ltlf2fol BNF datasets/len_1/195.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/195.ltlf                 	132	1
datasets/len_1/196.ltlf         	./ltlf2fol BNF datasets/len_1/196.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/196.ltlf                 	3	6
datasets/len_1/197.ltlf         	./ltlf2fol BNF datasets/len_1/197.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/197.ltlf                 	3	7
datasets/len_1/198.ltlf         	./ltlf2fol BNF datasets/len_1/198.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/198.ltlf                 	259	1
datasets/len_1/199.ltlf         	./ltlf2fol BNF datasets/len_1/199.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/199.ltlf                 	3	6
datasets/len_1/200.ltlf         	./ltlf2fol BNF datasets/len_1/200.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_1/200.ltlf                 	3	7
datasets/len_2/001.ltlf         	./ltlf2fol BNF datasets/len_2/001.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/001.ltlf                 	2067	10
datasets/len_2/002.ltlf         	./ltlf2fol BNF datasets/len_2/002.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/002.ltlf                 	3	14
datasets/len_2/003.ltlf         	./ltlf2fol BNF datasets/len_2/003.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/003.ltlf                 	30	83
datasets/len_2/004.ltlf         	./ltlf2fol BNF datasets/len_2/004.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/004.ltlf                 	1027	1
datasets/len_2/005.ltlf         	./ltlf2fol BNF datasets/len_2/005.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/005.ltlf                 	2051	1
datasets/len_2/006.ltlf         	./ltlf2fol BNF datasets/len_2/006.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/006.ltlf                 	8	6
datasets/len_2/007.ltlf         	./ltlf2fol BNF datasets/len_2/007.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/007.ltlf                 	8	20
datasets/len_2/008.ltlf         	./ltlf2fol BNF datasets/len_2/008.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/008.ltlf                 	1091	1
datasets/len_2/009.ltlf         	./ltlf2fol BNF datasets/len_2/009.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/009.ltlf                 	259	1
datasets/len_2/010.ltlf         	./ltlf2fol BNF datasets/len_2/010.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/010.ltlf                 	1	1
datasets/len_2/011.ltlf         	./ltlf2fol BNF datasets/len_2/011.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/011.ltlf                 	5	10
datasets/len_2/012.ltlf         	./ltlf2fol BNF datasets/len_2/012.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/012.ltlf                 	67	1
datasets/len_2/013.ltlf         	./ltlf2fol BNF datasets/len_2/013.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/013.ltlf                 	36	1
datasets/len_2/014.ltlf         	./ltlf2fol BNF datasets/len_2/014.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/014.ltlf                 	35	1
datasets/len_2/015.ltlf         	./ltlf2fol BNF datasets/len_2/015.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/015.ltlf                 	8	6
datasets/len_2/016.ltlf         	./ltlf2fol BNF datasets/len_2/016.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/016.ltlf                 	1	1
datasets/len_2/017.ltlf         	./ltlf2fol BNF datasets/len_2/017.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/017.ltlf                 	643	642
datasets/len_2/018.ltlf         	./ltlf2fol BNF datasets/len_2/018.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/018.ltlf                 	1	1
datasets/len_2/019.ltlf         	./ltlf2fol BNF datasets/len_2/019.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/019.ltlf                 	2051	1
datasets/len_2/020.ltlf         	./ltlf2fol BNF datasets/len_2/020.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/020.ltlf                 	1	1
datasets/len_2/021.ltlf         	./ltlf2fol BNF datasets/len_2/021.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/021.ltlf                 	68	1
datasets/len_2/022.ltlf         	./ltlf2fol BNF datasets/len_2/022.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/022.ltlf                 	131	1
datasets/len_2/023.ltlf         	./ltlf2fol BNF datasets/len_2/023.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/023.ltlf                 	5	8
datasets/len_2/024.ltlf         	./ltlf2fol BNF datasets/len_2/024.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/024.ltlf                 	1	1
datasets/len_2/025.ltlf         	./ltlf2fol BNF datasets/len_2/025.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/025.ltlf                 	2051	1
datasets/len_2/026.ltlf         	./ltlf2fol BNF datasets/len_2/026.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/026.ltlf                 	1	1
datasets/len_2/027.ltlf         	./ltlf2fol BNF datasets/len_2/027.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/027.ltlf                 	35	34
datasets/len_2/028.ltlf         	./ltlf2fol BNF datasets/len_2/028.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/028.ltlf                 	259	1
datasets/len_2/029.ltlf         	./ltlf2fol BNF datasets/len_2/029.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/029.ltlf                 	1028	1
datasets/len_2/030.ltlf         	./ltlf2fol BNF datasets/len_2/030.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/030.ltlf                 	656	15
datasets/len_2/031.ltlf         	./ltlf2fol BNF datasets/len_2/031.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/031.ltlf                 	1	1
datasets/len_2/032.ltlf         	./ltlf2fol BNF datasets/len_2/032.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/032.ltlf                 	5	8
datasets/len_2/033.ltlf         	./ltlf2fol BNF datasets/len_2/033.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/033.ltlf                 	8	20
datasets/len_2/034.ltlf         	./ltlf2fol BNF datasets/len_2/034.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/034.ltlf                 	1	1
datasets/len_2/035.ltlf         	./ltlf2fol BNF datasets/len_2/035.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/035.ltlf                 	131	514
datasets/len_2/036.ltlf         	./ltlf2fol BNF datasets/len_2/036.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/036.ltlf                 	36	1
datasets/len_2/037.ltlf         	./ltlf2fol BNF datasets/len_2/037.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/037.ltlf                 	13	32
datasets/len_2/038.ltlf         	./ltlf2fol BNF datasets/len_2/038.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/038.ltlf                 	269	1
datasets/len_2/039.ltlf         	./ltlf2fol BNF datasets/len_2/039.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/039.ltlf                 	3	11
datasets/len_2/040.ltlf         	./ltlf2fol BNF datasets/len_2/040.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/040.ltlf                 	3	11
datasets/len_2/041.ltlf         	./ltlf2fol BNF datasets/len_2/041.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/041.ltlf                 	259	258
datasets/len_2/042.ltlf         	./ltlf2fol BNF datasets/len_2/042.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/042.ltlf                 	5	10
datasets/len_2/043.ltlf         	./ltlf2fol BNF datasets/len_2/043.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/043.ltlf                 	20	1
datasets/len_2/044.ltlf         	./ltlf2fol BNF datasets/len_2/044.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/044.ltlf                 	260	1
datasets/len_2/045.ltlf         	./ltlf2fol BNF datasets/len_2/045.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/045.ltlf                 	1093	1
datasets/len_2/046.ltlf         	./ltlf2fol BNF datasets/len_2/046.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/046.ltlf                 	1	1
datasets/len_2/047.ltlf         	./ltlf2fol BNF datasets/len_2/047.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/047.ltlf                 	131	1
datasets/len_2/048.ltlf         	./ltlf2fol BNF datasets/len_2/048.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/048.ltlf                 	1	1
datasets/len_2/049.ltlf         	./ltlf2fol BNF datasets/len_2/049.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/049.ltlf                 	7706	29
datasets/len_2/050.ltlf         	./ltlf2fol BNF datasets/len_2/050.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/050.ltlf                 	5	13
datasets/len_2/051.ltlf         	./ltlf2fol BNF datasets/len_2/051.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/051.ltlf                 	132	1
datasets/len_2/052.ltlf         	./ltlf2fol BNF datasets/len_2/052.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/052.ltlf                 	8	6
datasets/len_2/053.ltlf         	./ltlf2fol BNF datasets/len_2/053.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/053.ltlf                 	5	11
datasets/len_2/054.ltlf         	./ltlf2fol BNF datasets/len_2/054.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/054.ltlf                 	51	1
datasets/len_2/055.ltlf         	./ltlf2fol BNF datasets/len_2/055.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/055.ltlf                 	67	1
datasets/len_2/056.ltlf         	./ltlf2fol BNF datasets/len_2/056.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/056.ltlf                 	1	1
datasets/len_2/057.ltlf         	./ltlf2fol BNF datasets/len_2/057.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/057.ltlf                 	8	1
datasets/len_2/058.ltlf         	./ltlf2fol BNF datasets/len_2/058.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/058.ltlf                 	5635	1
datasets/len_2/059.ltlf         	./ltlf2fol BNF datasets/len_2/059.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/059.ltlf                 	2566	1
datasets/len_2/060.ltlf         	./ltlf2fol BNF datasets/len_2/060.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/060.ltlf                 	2318	3
datasets/len_2/061.ltlf         	./ltlf2fol BNF datasets/len_2/061.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/061.ltlf                 	3	11
datasets/len_2/062.ltlf         	./ltlf2fol BNF datasets/len_2/062.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/062.ltlf                 	3075	1
datasets/len_2/063.ltlf         	./ltlf2fol BNF datasets/len_2/063.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/063.ltlf                 	1	1
datasets/len_2/064.ltlf         	./ltlf2fol BNF datasets/len_2/064.ltlf > tmp.mona && mona -u tmp.mona           	./bin/lisa -exp -ltlf datasets/len_2/064.ltlf                 	1091	1
